Gene	Gene synonym	Ensembl
ASAH2B	ASAH2C, ASAH2L, bA449O16.3, bA98I6.3	ENSG00000204147
AGAP6	bA324H6.1, CTGLF3	ENSG00000204149
TIMM23B	bA592B15.7	ENSG00000204152
ZDHHC18	DKFZp667O2416	ENSG00000204160
TMEM273	C10orf128, Em:AC084727.5	ENSG00000204161
CXorf65		ENSG00000204165
AGAP9	bA301J7.2, CTGLF6, FLJ00312	ENSG00000204172
NPY4R	PP1, PPYR1, Y4	ENSG00000204174
GPRIN2	KIAA0514, MGC15171	ENSG00000204175
SYT15	CHR10SYT	ENSG00000204176
MACO1	FLJ10747, TMEM57	ENSG00000204178
PTPN20	bA142I17.1, bA42B19.1, CT126, DKFZP566K0524, PTPN20A, PTPN20B	ENSG00000204179
ZDBF2	FLJ45338, KIAA1571	ENSG00000204186
TXNDC8	bA427L11.2, SPTRX-3, TRX6	ENSG00000204193
AWAT1	DGAT2L3	ENSG00000204195
DAXX	DAP6	ENSG00000204209
BMPR2	BMPR-II, BMPR3, BRK-3, PPH1, T-ALK	ENSG00000204217
TCEA3	TFIIS.H	ENSG00000204219
PFDN6	H2-KE2, HKE2, KE-2, PFD6	ENSG00000204220
RING1	RNF1	ENSG00000204227
HSD17B8	D6S2245E, FABGL, H2-KE6, HKE6, KE6, RING2, SDR30C1	ENSG00000204228
RXRB	H-2RIIBP, NR2B2, RCoR-1, RXR-beta, RXRbeta	ENSG00000204231
OXLD1	C17orf90, MGC104712	ENSG00000204237
OR13C3		ENSG00000204246
COL11A2	DFNA13, DFNB53, HKE5	ENSG00000204248
HLA-DOA	HLA-D0-alpha, HLA-DNA, HLA-DZA	ENSG00000204252
BRD2	BRD2-IT1, D6S113E, FSRG1, KIAA9001, NAT, RING3	ENSG00000204256
HLA-DMA	D6S222E, RING6	ENSG00000204257
COL5A2		ENSG00000204262
PSMB8	beta5i, D6S216E, LMP7, PSMB5i, RING10	ENSG00000204264
TAP2	ABCB3, D6S217E, PSF2, RING11	ENSG00000204267
SPIN3	TDRD27	ENSG00000204271
NBDY	LINC01420, NoBody	ENSG00000204272
TMEM235		ENSG00000204278
PAGE3	CT16.6, GAGED1, PAGE-3	ENSG00000204279
HLA-DRA	HLA-DRA1	ENSG00000204287
BTNL2	BTL-II, BTN7, HSBLMHC1	ENSG00000204290
COL15A1		ENSG00000204291
TSBP1	C6orf10, TSBP	ENSG00000204296
TMEM225	PMP22CD, PPP1R154, SPATA47	ENSG00000204300
NOTCH4	INT3	ENSG00000204301
PBX2	G17, HOX12, PBX2MHC	ENSG00000204304
AGER	RAGE, SCARJ1, sRAGE	ENSG00000204305
RNF5	G16, NG2, RING5, RMA1	ENSG00000204308
AGPAT1	LPAAT-alpha, LPLAT1	ENSG00000204310
PJVK	DFNB59	ENSG00000204311
PRRT1	C6orf31, DSPD1, IFITMD7, NG5	ENSG00000204314
FKBPL	DIR1, NG7, WISp39	ENSG00000204315
MRPL38	HSPC262, MGC4810, MRP-L3, RPML3	ENSG00000204316
SMIM5	C17orf109	ENSG00000204323
ERICH2		ENSG00000204334
SP5		ENSG00000204335
STK19	D6S60, G11, RP1	ENSG00000204344
CD300LD	CD300D, CMRF35A4	ENSG00000204345
BTBD17	BTBD17A, LGALS3BPL, TANGO10A	ENSG00000204347
DXO	DOM3Z	ENSG00000204348
SKIC2	170A, DDX13, HLP, SKI2, SKI2W, SKIV2, SKIV2L, SKIV2L1	ENSG00000204351
NELFE	D6S45, NELF-E, RD, RDBP, RDP	ENSG00000204356
NXPE2	FAM55B, FLJ25224	ENSG00000204361
SPANXN5	CT11.10, SPANX-N5	ENSG00000204363
ZBTB12	C6orf46, D6S59E, G10, NG35	ENSG00000204366
SDHD	cybS, PGL, PGL1	ENSG00000204370
EHMT2	BAT8, C6orf30, Em:AF134726.3, G9A, KMT1C, NG36/G9a	ENSG00000204371
XAGE1A	CT12.1a, GAGED2, XAGE-1, XAGE1	ENSG00000204379
LAYN	FLJ30977, FLJ31092	ENSG00000204381
XAGE1B	CT12.1b, CT12.1c, CT12.1d, XAGE1C, XAGE1D, XAGE1E	ENSG00000204382
SLC44A4	C6orf29, CTL4, DFNA72, FLJ14491, NG22, TPPT	ENSG00000204385
NEU1	NEU	ENSG00000204386
HSPA1B	HSP70-2	ENSG00000204388
HSPA1A	HSP70-1, HSPA1	ENSG00000204389
HSPA1L	HSP70-HOM, hum70t	ENSG00000204390
LSM2	C6orf28, G7b, YBL026W	ENSG00000204392
VARS1	VARS, VARS2	ENSG00000204394
VWA7	C6orf27, G7c, NG37	ENSG00000204396
CARD16	COP, COP1, LLID-114769, PSEUDO-ICE	ENSG00000204397
CASP12	CASP12P1	ENSG00000204403
MBD5	FLJ11113, KIAA1461	ENSG00000204406
MSH5	G7	ENSG00000204410
CSHL1	CS-5, CSHP1, CSL, hCS-L, MGC149868	ENSG00000204414
MPIG6B	C6orf25, G6b, G6b-B, NG31	ENSG00000204420
LY6G6C	C6orf24, G6c, NG24	ENSG00000204421
LY6G6F	C6orf21, G6f, LY6G6D, NG32	ENSG00000204424
ABHD16A	BAT5, D6S82E, NG26	ENSG00000204427
LY6G5C	C6orf20, G5c, NG33	ENSG00000204428
CSNK2B	Ckb1, Ckb2	ENSG00000204435
GPANK1	ANKRD59, BAT4, D6S54E, G5, GPATCH10	ENSG00000204438
C6orf47	D6S53E, G4	ENSG00000204439
NALF1	FAM155A, NLF-1	ENSG00000204442
APOM	Apo-M, G3a, NG20	ENSG00000204444
TRIM49C	TRIM49L2	ENSG00000204449
TRIM64	C11orf28, TRIM64A	ENSG00000204450
BAG6	BAT3, D6S52E, G3, Scythe	ENSG00000204463
PRRC2A	BAT2, D6S51E, G2	ENSG00000204469
AIF1	AIF-1, Em:AF129756.17, IBA1, IRT-1	ENSG00000204472
NCR3	1C7, CD337, LY117, NKp30	ENSG00000204475
PRAMEF20	OTTHUMT00000008157, PRAMEF21	ENSG00000204478
PRAMEF17		ENSG00000204479
PRAMEF19		ENSG00000204480
PRAMEF14		ENSG00000204481
LST1	B144, D6S49E, LST-1	ENSG00000204482
NFKBIL1	IKBL, NFKBIL	ENSG00000204498
PRAMEF15		ENSG00000204501
PRAMEF9		ENSG00000204505
PRAMEF7		ENSG00000204510
MCCD1		ENSG00000204511
ZNF814		ENSG00000204514
MICB	PERB11.2	ENSG00000204516
AADACL4		ENSG00000204518
ZNF551	DKFZp686H1038	ENSG00000204519
MICA	PERB11.1	ENSG00000204520
ZNF805		ENSG00000204524
HLA-C	D6S204, HLA-JY3, PSORS1	ENSG00000204525
POU5F1	MGC22487, OCT-4, OCT3, Oct3/4, Oct4, OTF3	ENSG00000204531
ZSCAN5C	ZNF495C, ZSCAN5CP	ENSG00000204532
CCHCR1	C6orf18, HCR	ENSG00000204536
PSORS1C2	C6orf17, SPR1	ENSG00000204538
CDSN	D6S586E	ENSG00000204539
PSORS1C1	C6orf16, SEEK1	ENSG00000204540
C6orf15	STG	ENSG00000204542
MUC21	bCX31G15.2, C6orf205	ENSG00000204544
DEFB121	DEFB-21	ENSG00000204548
DHX16	DBP2, DDX16, Prp2, PRPF2	ENSG00000204560
C6orf136	Em:AB023049.8	ENSG00000204564
MRPS18B	C6orf14, HSPC183, MRPS18-2, PTD017	ENSG00000204568
PPP1R10	CAT53, FB19, p99, PNUTS	ENSG00000204569
KRTAP5-11	KRTAP5-6, KRTAP5.11	ENSG00000204571
KRTAP5-10	KRTAP5.10	ENSG00000204572
ABCF1	ABC50, EST123147	ENSG00000204574
PRR3	CAT56, Em:AB014077.1, Em:AB023052.2	ENSG00000204576
LILRB3	CD85a, HL9, ILT5, LIR-3, LIR3, PIR-B, PIRB	ENSG00000204577
DDR1	CAK, CD167, EDDR1, NEP, NTRK4, PTK3A, RTK6	ENSG00000204580
LRCOL1		ENSG00000204583
GNL1	HSR1	ENSG00000204590
HLA-E		ENSG00000204592
DPRX		ENSG00000204595
TRIM39	RNF23	ENSG00000204599
ZNF468		ENSG00000204604
TRIM15	RNF93, ZNF178, ZNFB7	ENSG00000204610
ZNF616	MGC45556	ENSG00000204611
FOXB2	bA159H20.4	ENSG00000204612
TRIM10	HERF1, RFB30, RNF9	ENSG00000204613
TRIM40	RNF35	ENSG00000204614
TRIM31	C6orf13, HCG1, HCGI, RNF	ENSG00000204616
RNF39	FAP216, HZFw1, LIRF	ENSG00000204618
PPP1R11	CFAP255, HCG-V, HCGV, TCTE5, Tctex5	ENSG00000204619
DISP3	KIAA1337, PTCHD2	ENSG00000204624
RACK1	Gnb2-rs1, GNB2L1, H12.3	ENSG00000204628
HLA-G		ENSG00000204632
TBC1D8	AD3, GRAMD8, HBLP1, VRP	ENSG00000204634
NMS		ENSG00000204640
HLA-F		ENSG00000204642
ZFP57	bA145L22, bA145L22.2, C6orf40, ZNF698	ENSG00000204644
ASPDH		ENSG00000204653
MOG	BTN6, BTNL11	ENSG00000204655
OR2H2	hs6M1-12	ENSG00000204657
CBY3		ENSG00000204659
C9orf57		ENSG00000204669
IL31	IL-31	ENSG00000204671
AKT1S1	Lobe, MGC2865, PRAS40	ENSG00000204673
GABBR1	GPRC3A, hGB1a	ENSG00000204681
MAS1L	dJ994E9.2, MAS-L, MRG	ENSG00000204687
OR2H1	OR2H6, OR2H8, OR6-2	ENSG00000204688
OR11A1	hs6M1-18, OR11A2	ENSG00000204694
OR14J1	hs6M1-28, OR5U1	ENSG00000204695
OR2J2	dJ80I19.4, hs6M1-6, OR6-8	ENSG00000204700
OR2J3	OR6-6	ENSG00000204701
OR2J1	dJ80I19.2, hs6M1-4, OR2J1P, OR6-5	ENSG00000204702
OR2B3	OR2B3P, OR6-4	ENSG00000204703
OR2W1	hs6M1-15	ENSG00000204704
SPDYC	Ringo2	ENSG00000204710
CFAP95	C9orf135	ENSG00000204711
TRIM27	RFP, RNF76	ENSG00000204713
MALRD1	bA265G8.2, C10orf112, Diet1	ENSG00000204740
RANBP17		ENSG00000204764
INSYN2B	C5orf57, FAM196B	ENSG00000204767
FOXD4L5	bA15J10.2	ENSG00000204779
ODAD4	DKFZP434H0115, TTC25	ENSG00000204815
MRPL53		ENSG00000204822
MROH6	C8orf73	ENSG00000204839
ATXN2	ATX2, SCA2, TNRC13	ENSG00000204842
DCTN1		ENSG00000204843
SPATA31A1	C9orf36, C9orf36A, DKFZP434B204, FAM75A1, FAM75A2, SPATA31A2	ENSG00000204849
PNMA8B	KIAA1183, PNMAL2	ENSG00000204851
TCTN1	FLJ21127, JBTS13, TECT1	ENSG00000204852
FAM216A	C12orf24, HSU79274	ENSG00000204856
ZBTB48	HKR3, TZAP, ZNF855	ENSG00000204859
IGFL2	UNQ645	ENSG00000204866
IGFL4		ENSG00000204869
NAT8B	CML2, Hcml2, NAT8BP	ENSG00000204872
KRTAP9-3	KAP9.3	ENSG00000204873
KRTAP4-8	KAP4.8	ENSG00000204880
GPR20		ENSG00000204882
KRTAP1-4	KAP1.4	ENSG00000204887
KRT40	FLJ36600, KA36	ENSG00000204889
KRT25	KRT25A	ENSG00000204897
MZT1	C13orf37, FLJ21869, LOC440145, MGC150539, MOZART1, RP11-11C5.2	ENSG00000204899
SPINK9		ENSG00000204909
LRRC3C		ENSG00000204913
PRR20B		ENSG00000204918
PRR20A	FLJ40296, PRR20	ENSG00000204919
ZNF155	pHZ-96	ENSG00000204920
UQCC3	C11orf83, UNQ655	ENSG00000204922
FBXO48		ENSG00000204923
GRXCR2	DFNB101	ENSG00000204928
FAM221B	C9orf128	ENSG00000204930
CD177	HNA2A, NB1, PRV1	ENSG00000204936
PSG5	FL-NCA-3, PSG	ENSG00000204941
ZNF783	DKFZp667J212	ENSG00000204946
ZNF425		ENSG00000204947
LRRC10B		ENSG00000204950
FBXO47		ENSG00000204952
C12orf73	BRAWNIN, DKFZp547P055, FLJ13975	ENSG00000204954
PCDHGA1	PCDH-GAMMA-A1	ENSG00000204956
PCDHA9	KIAA0345, PCDH-ALPHA9	ENSG00000204961
PCDHA8		ENSG00000204962
PCDHA7	CNR4, CNRS4, CRNR4	ENSG00000204963
PCDHA5	CNR6, CNRN6, CNRS6, CRNR6, PCDH-ALPHA5	ENSG00000204965
PCDHA4	CNR1, CNRN1, CRNR1, PCDH-ALPHA4	ENSG00000204967
PCDHA2		ENSG00000204969
PCDHA1		ENSG00000204970
TRIM13	DLEU5, Leu5, RFP2, RNF77	ENSG00000204977
ERICH4	C19orf69, LOC100170765	ENSG00000204978
MS4A13		ENSG00000204979
PRSS1	TRY1	ENSG00000204983
SPIRE2	KIAA1832, spir-2	ENSG00000204991
AARD	C8orf85, LOC441376	ENSG00000205002
PABPN1L	ePABP2	ENSG00000205022
OR5D16		ENSG00000205029
OR5L2	HSHTPCRX16, HTPCRX16	ENSG00000205030
PKHD1L1		ENSG00000205038
SLFN12L		ENSG00000205045
SLC35B4	FLJ14697, YEA4	ENSG00000205060
LGALS7	GAL7, LGALS7A, PIG1, TP53I1	ENSG00000205076
SYCE1L	MRP2	ENSG00000205078
TMEM231	ALYE870, FLJ22167, JBTS20, MKS11, PRO1886	ENSG00000205084
GARIN1A	FAM137B, FAM71F2, GARI	ENSG00000205085
CCNI2	FLJ16793	ENSG00000205089
TMEM240	C1orf70, SCA21	ENSG00000205090
FRG2	FRG2A	ENSG00000205097
FAM205A	C9orf144B	ENSG00000205108
CDKL4		ENSG00000205111
TMEM88B		ENSG00000205116
ACCSL		ENSG00000205126
C4orf47	LOC441054	ENSG00000205129
TRIQK	C8orf83, DKFZp779L1068, LOC286144, PRO0845	ENSG00000205133
SDHAF1	LYRM8	ENSG00000205138
ARID3C		ENSG00000205143
PSENEN	PEN2	ENSG00000205155
C11orf91		ENSG00000205177
FABP9	PERF, PERF15, T-FABP	ENSG00000205186
ZBTB10	FLJ12752, RINZF	ENSG00000205189
C4orf46	LOC201725, RCDG1	ENSG00000205208
SCGB2B2	SCGB4A2, SCGBL	ENSG00000205209
LGR4	GPR48	ENSG00000205213
PSMB10	beta2i, LMP10, MECL1, MGC1665	ENSG00000205220
VIT		ENSG00000205221
SPDYE2	MGC119295	ENSG00000205238
E2F4	E2F-4	ENSG00000205250
PDE7A	HCP1	ENSG00000205268
TMEM170B		ENSG00000205269
TRBV20OR9-2	TCRBV20S2, TCRBV2O, TCRBV2S2O, TRBV20/OR9-2	ENSG00000205274
MUC12	MUC11	ENSG00000205277
CTXN3		ENSG00000205279
MGAT4D	GnT1IP	ENSG00000205301
SNX2		ENSG00000205302
SAP25	FLJ00248	ENSG00000205307
NT5M	dNT-2, dNT2, mdN	ENSG00000205309
SARNP	CIP29, Hcc-1, THO1	ENSG00000205323
OR6C68		ENSG00000205327
OR6C65		ENSG00000205328
OR6C3	OST709	ENSG00000205329
OR6C1	OST267	ENSG00000205330
ADGRG1	GPR56, TM7LN4, TM7XN1	ENSG00000205336
IPO7	Imp7, RANBP7	ENSG00000205339
PRR13	DKFZP564J157, FLJ23818	ENSG00000205352
TECPR1	DKFZP434B0335, FLJ23419, FLJ90593, KIAA1358	ENSG00000205356
MT1H	MT1	ENSG00000205358
SLCO6A1	CT48, MGC26949, OATP6A1, OATPY	ENSG00000205359
MT1A	MT1, MT1S	ENSG00000205362
INSYN1	C15orf59, LOC388135, MGC131524	ENSG00000205363
MT1M	MT1, MT1K	ENSG00000205364
CFI	C3b-INA, FI, IF, KAF	ENSG00000205403
OR52E6		ENSG00000205409
SAMD9	C7orf5, FLJ20073, KIAA2004	ENSG00000205413
KRT6A	CK6C, CK6D, K6C, K6D, KRT6C, KRT6D	ENSG00000205420
CNEP1R1	C16orf69, FLJ38101, NEP1-R1, TMEM188	ENSG00000205423
KRT81	Hb-1, KRTHB1	ENSG00000205426
EXOC3L4	C14orf73	ENSG00000205436
KRTAP12-3	KRTAP12.3	ENSG00000205439
IZUMO3	bA20A20.1, C9orf134	ENSG00000205442
KRTAP10-2	KAP10.2, KAP18.2, KRTAP18-2	ENSG00000205445
TP53TG3D		ENSG00000205456
TP53TG3C		ENSG00000205457
CCDC85C		ENSG00000205476
SPDYE18		ENSG00000205482
OR52J3		ENSG00000205495
OR51A2		ENSG00000205496
OR51A4		ENSG00000205497
C2CD4B	FAM148B, NLF2	ENSG00000205502
RGL3	FLJ32585	ENSG00000205517
NAP1L4	NAP2	ENSG00000205531
TMSB4X	TB4X, TMSB4	ENSG00000205542
TMEM256	C17orf61, MGC40107	ENSG00000205544
CPT1B	CPT1-M, M-CPT1	ENSG00000205560
SMN2	BCD541, GEMIN1, SMNC, TDRD16B	ENSG00000205571
SERF1B	FAM2B, H4F5C	ENSG00000205572
HMGN1	FLJ27265, FLJ31471, HMG14, MGC104230, MGC117425	ENSG00000205581
MUC19	FLJ35746	ENSG00000205592
DENND6B	AFI1B, FAM116B, MGC33692	ENSG00000205593
EIF3CL		ENSG00000205609
LCMT1	CGI-68, PPMT1	ENSG00000205629
MFSD2B	SLC59A2	ENSG00000205639
VCX3B	VCX-C	ENSG00000205642
CDPF1	C22orf40, LOC150383	ENSG00000205643
HTN3	HIS2	ENSG00000205649
LIN52	C14orf46	ENSG00000205659
ARSH		ENSG00000205667
ACOT6	C14orf42	ENSG00000205669
SMIM11	C21orf51, FAM165B, SMIM11A	ENSG00000205670
TECRL	DKFZp313B2333, DKFZp313D0829, GPSN2L, SRD5A2L2, TERL	ENSG00000205678
DPF3	BAF45c, cer-d4, Cerd4, FLJ14079, SMARCG3	ENSG00000205683
MANSC4		ENSG00000205693
CYP2D7	CYP2D, CYP2D@, CYP2D7P, CYP2D7P1	ENSG00000205702
SMIM45	LINC00634	ENSG00000205704
ETFRF1	LYRM5	ENSG00000205707
C17orf107		ENSG00000205710
MBD3L4		ENSG00000205718
ITSN1	ITSN, MGC134948, MGC134949, SH3D1A, SH3P17	ENSG00000205726
ITPRIPL2	FLJ22994, LOC162073, MGC126798, MGC126800	ENSG00000205730
DENND1C	FAM31C, FLJ22757	ENSG00000205744
CRLF2	CRL2, TSLPR	ENSG00000205755
CRYZL1	4P11, QOH-1	ENSG00000205758
RIMOC1	C5orf51, LOC285636	ENSG00000205765
GAGE1	CT4.1	ENSG00000205777
ARRDC5		ENSG00000205784
CYS1		ENSG00000205795
PLPP6	FLJ46512, FLJ90191, PDP1, PPAPDC2	ENSG00000205808
KLRC2	CD159c, NKG2-C, NKG2C	ENSG00000205809
KLRC3	NKG2-E	ENSG00000205810
C16orf96		ENSG00000205832
GMNC	GEMC1	ENSG00000205835
TTC23L	FLJ25439	ENSG00000205838
CLEC6A	CLECSF10, dectin-2, hDECTIN-2	ENSG00000205846
C22orf42		ENSG00000205856
NANOGNB		ENSG00000205857
LRRC72	CFAP279, FAP279	ENSG00000205858
C1QTNF9B	CTRP9B	ENSG00000205863
KRTAP5-6	KRTAP5.6	ENSG00000205864
KRTAP5-2	KRTAP5-8, KRTAP5.2	ENSG00000205867
KRTAP5-1	KRN1L, KRTAP5.1	ENSG00000205869
DEFB134		ENSG00000205882
DEFB135		ENSG00000205883
DEFB136	DEFB137	ENSG00000205884
BHLHA9	BHLHF42	ENSG00000205899
ZNF316	ENST00000305834, MZF-3	ENSG00000205903
DAZ4		ENSG00000205916
ONECUT3		ENSG00000205922
CEMP1	CP-23	ENSG00000205923
OLIG2	BHLHB1, bHLHe19, OLIGO2, PRKCBP2, RACK17	ENSG00000205927
C21orf62	B37, C21orf120, PRED81	ENSG00000205929
RNPS1		ENSG00000205937
DAZ2	MGC126442, pDP1678	ENSG00000205944
NYNRIN	CGIN1, FLJ11811, KIAA1305	ENSG00000205978
DNAJC19	Pam18, Tim14, TIMM14	ENSG00000205981
IFITM5	BRIL, DSPA1, fragilis4, Hrmp1	ENSG00000206013
SMIM21	C18orf62	ENSG00000206026
DEFB109B	DEFB109P1B	ENSG00000206034
C18orf63	DKFZP781G0119	ENSG00000206043
DEFA1	DEF1, DEFA2, HNP-1, MRS	ENSG00000206047
DOK6	DOK5L, HsT3226, MGC20785	ENSG00000206052
JPT2	C16orf34, FLJ13092, HN1L, KIAA1426, L11	ENSG00000206053
LHFPL7	bA9F11.1, TMEM211	ENSG00000206069
SERPINB11		ENSG00000206072
SERPINB4	LEUPIN, PI11, SCCA-2, SCCA1, SCCA2	ENSG00000206073
SERPINB5	maspin, PI5	ENSG00000206075
ZDHHC11B		ENSG00000206077
KRTAP19-8		ENSG00000206102
KRTAP20-3	KAP19D, KAP20.3, KRTAP19P4	ENSG00000206104
KRTAP20-4	KAP20.4	ENSG00000206105
KRTAP22-2	KAP22.2	ENSG00000206106
KRTAP27-1		ENSG00000206107
CFAP99		ENSG00000206113
GOLGA8O		ENSG00000206127
TMEM191C		ENSG00000206140
RNASE13	RAL1	ENSG00000206150
HBA1	HBA-T3	ENSG00000206172
HBM	HBAP2, HBK	ENSG00000206177
ELOA2	HsT832, TCEB3B, TCEB3L	ENSG00000206181
ATP10A	ATP10C, ATPVA, ATPVC, KIAA0566	ENSG00000206190
ANKUB1	C3orf16	ENSG00000206199
TSSK2	FLJ38613, SPOGA2, STK22B	ENSG00000206203
PRR23A		ENSG00000206260
FOXL2NB	C3orf72, FLJ43329	ENSG00000206262
COL6A6		ENSG00000206384
RAB12		ENSG00000206418
LRRC30		ENSG00000206422
TMEM200C	TTMA	ENSG00000206432
OR10C1	hs6M1-17, OR10C1P, OR10C2	ENSG00000206474
HLA-A		ENSG00000206503
HACD2	PTPLB	ENSG00000206527
CFAP44	FLJ11142, WDR52	ENSG00000206530
CD200R1L	CD200R2, CD200RLa	ENSG00000206531
LNP1	NP3	ENSG00000206535
OR5K3		ENSG00000206536
VGLL3	VGL-3	ENSG00000206538
ENSG00000206549		ENSG00000206549
TRIM71	LIN-41, LIN41	ENSG00000206557
ZCWPW2	ZCW2	ENSG00000206559
ANKRD28	CFAP79, FAP79, KIAA0379, PITK, PP6-ARS-A, PPP1R65	ENSG00000206560
COLQ	EAD	ENSG00000206561
METTL6	MGC24132	ENSG00000206562
XKR4	KIAA1889	ENSG00000206579
GPX3		ENSG00000211445
DIO2	SELENOY, SelY, TXDI2	ENSG00000211448
SELENOH	C11orf31, SELH	ENSG00000211450
DIO1	TXDI1	ENSG00000211452
AKR7L	AFAR3	ENSG00000211454
STK38L	KIAA0965, NDR2	ENSG00000211455
SACM1L	KIAA0851, SAC1	ENSG00000211456
TSN	BCLF-1, REHF-1, TRSLN	ENSG00000211460
SLC48A1	FLJ20489, hHRG-1, HRG1	ENSG00000211584
IGKC	HCAK1	ENSG00000211592
IGKJ5		ENSG00000211593
IGKJ4		ENSG00000211594
IGKJ3		ENSG00000211595
IGKJ2	J2	ENSG00000211596
IGKJ1	J1	ENSG00000211597
IGKV4-1	B3, IGKV41	ENSG00000211598
IGKV5-2	B2, IGKV52	ENSG00000211599
IGKV6-21	A26, IGKV621	ENSG00000211611
IGKV2D-26		ENSG00000211623
IGKV3D-20		ENSG00000211625
IGKV6D-41		ENSG00000211626
IGKV3D-11		ENSG00000211632
IGKV1D-42		ENSG00000211633
IGLV4-69		ENSG00000211637
IGLV8-61		ENSG00000211638
IGLV4-60		ENSG00000211639
IGLV6-57		ENSG00000211640
IGLV11-55		ENSG00000211641
IGLV10-54		ENSG00000211642
IGLV5-52		ENSG00000211643
IGLV1-51		ENSG00000211644
IGLV1-50		ENSG00000211645
IGLV5-48		ENSG00000211647
IGLV1-47		ENSG00000211648
IGLV7-46		ENSG00000211649
IGLV5-45		ENSG00000211650
IGLV1-44		ENSG00000211651
IGLV7-43		ENSG00000211652
IGLV1-40		ENSG00000211653
IGLV5-37		ENSG00000211654
IGLV1-36		ENSG00000211655
IGLV2-33		ENSG00000211656
IGLV3-32		ENSG00000211657
IGLV3-27		ENSG00000211658
IGLV3-25		ENSG00000211659
IGLV2-23		ENSG00000211660
IGLV3-22		ENSG00000211661
IGLV3-21		ENSG00000211662
IGLV3-19		ENSG00000211663
IGLV2-18		ENSG00000211664
IGLV3-16		ENSG00000211665
IGLV2-14		ENSG00000211666
IGLV3-12		ENSG00000211667
IGLV2-11		ENSG00000211668
IGLV3-10		ENSG00000211669
IGLV3-9		ENSG00000211670
IGLV4-3		ENSG00000211672
IGLV3-1		ENSG00000211673
IGLJ1		ENSG00000211674
IGLC1	IGLC	ENSG00000211675
IGLJ2		ENSG00000211676
IGLC2	IGLC	ENSG00000211677
IGLJ3		ENSG00000211678
IGLC3	IGLC	ENSG00000211679
IGLJ4		ENSG00000211680
IGLJ5		ENSG00000211681
IGLJ6		ENSG00000211682
IGLJ7		ENSG00000211684
IGLC7		ENSG00000211685
TRGJ2	J2, TCRGJ2	ENSG00000211687
TRGJP2	JP2, TCRGJP2	ENSG00000211688
TRGC1	C1, TCRGC1	ENSG00000211689
TRGJ1	J1, TCRGJ1	ENSG00000211690
TRGJP	JP, TCRGJP	ENSG00000211691
TRGJP1	JP1, TCRGJP1	ENSG00000211692
TRGV11	TCRGV11, V4P	ENSG00000211693
TRGV10	TCRGV10, V3P	ENSG00000211694
TRGV9	TCRGV9, V2	ENSG00000211695
TRGV8	TCRGV8, V1S8	ENSG00000211696
TRGV5	TCRGV5, V1S5	ENSG00000211697
TRGV4	TCRGV4, V1S4	ENSG00000211698
TRGV3	TCRGV3, V1S3	ENSG00000211699
TRGV1	TCRGV1, V1S1P	ENSG00000211701
TRBV6-1	TCRBV13S3, TCRBV6S1, TRBV61	ENSG00000211706
TRBV7-1	TCRBV6S7P, TCRBV7S1, TRBV71	ENSG00000211707
TRBV4-1	BV07S1J2.7, TCRBV4S1, TCRBV7S1A1N2T, TRBV41	ENSG00000211710
TRBV6-4	TCRBV13S5, TCRBV6S4, TRBV64	ENSG00000211713
TRBV7-3	TCRBV6S1A1N1, TCRBV7S3, TRBV73	ENSG00000211714
TRBV5-3	TCRBV5S3, TCRBV5S5P, TRBV53	ENSG00000211715
TRBV9	TCRBV1S1A1N1, TCRBV9S1	ENSG00000211716
TRBV10-1	TCRBV10S1, TCRBV12S2, TCRBV12S2A1T, TRBV101	ENSG00000211717
TRBV11-1	TCRBV11S1, TCRBV21S1, TRBV111	ENSG00000211720
TRBV6-5	TCRBV13S1, TCRBV6S5, TRBV65	ENSG00000211721
TRBV6-6	TCRBV13S6A2T, TCRBV6S6, TRBV66	ENSG00000211724
TRBV5-5	TCRBV5S3A2T, TCRBV5S5, TRBV55	ENSG00000211725
TRBV7-6	TCRBV6S3A1N1T, TCRBV7S6, TRBV76	ENSG00000211727
TRBV5-6	TCRBV5S2, TCRBV5S6, TRBV56	ENSG00000211728
TRBV5-7	TCRBV5S7, TCRBV5S7P, TRBV57	ENSG00000211731
TRBV5-1	TCRBV5S1, TCRBV5S1A1T, TRBV51	ENSG00000211734
TRBV4-2	TCRBV4S2, TCRBV7S3A2T, TRBV42	ENSG00000211745
TRBV19	TCRBV17S1A1T, TCRBV19S1	ENSG00000211746
TRBV20-1	TCRBV20S1, TCRBV2S1, TRBV201	ENSG00000211747
TRBV23-1	TCRBV19S1P, TCRBV23S1, TRBV231	ENSG00000211749
TRBV24-1	TCRBV15S1, TCRBV24S1, TRBV241	ENSG00000211750
TRBC1	BV05S1J2.2, TCRBC1	ENSG00000211751
TRBV27	TCRBV14S1, TCRBV27S1	ENSG00000211752
TRBV28	TCRBV28S1, TCRBV3S1	ENSG00000211753
TRBJ2-1	TCRBJ2S1, TRBJ21	ENSG00000211764
TRBJ2-2	TCRBJ2S2, TRBJ22	ENSG00000211765
TRBJ2-2P	TRBJ22P	ENSG00000211766
TRBJ2-3	TCRBJ2S3, TRBJ23	ENSG00000211767
TRBJ2-4	TCRBJ2S4, TRBJ24	ENSG00000211768
TRBJ2-5	TCRBJ2S5, TRBJ25	ENSG00000211769
TRBJ2-6	TCRBJ2S6, TRBJ26	ENSG00000211770
TRBJ2-7	TCRBJ2S7, TRBJ27	ENSG00000211771
